transaction_id,date,description,amount,vendor,raw_category
TXN0708,09-12-2025,Figma payment for software five,45068.17,Figma,Software
TXN0709,09-12-2025,Dominos payment for meals provide,47101.62,Dominos,Meals
TXN0710,09-12-2025,AWS payment for it services address,25523.5,AWS,IT Services
TXN0711,09-12-2025,Adobe payment for software author,41763.06,Adobe,Software
TXN0712,09-12-2025,Office Depot payment for office supplies book,34399.15,Office Depot,Office Supplies
TXN0713,09-12-2025,KSEB payment for utilities contain,28794.17,KSEB,Utilities
TXN0714,09-12-2025,Figma payment for software either,5980.34,Figma,Software
TXN0715,09-12-2025,Uber payment for travel despite,1972.29,Uber,Travel
TXN0716,09-12-2025,Figma payment for software stand,31608.83,Figma,Software
TXN0717,09-12-2025,AWS payment for it services strong,33225.27,AWS,IT Services
TXN0718,09-12-2025,Zomato payment for meals also,40479.49,Zomato,Meals
TXN0719,09-12-2025,Rapido payment for travel prevent,5412.76,Rapido,Travel
TXN0720,09-12-2025,Dominos payment for meals draw,16959.01,Dominos,Meals
TXN0721,09-12-2025,Awfis payment for rent front,13096.15,Awfis,Rent
TXN0722,09-12-2025,AWS payment for it services middle,17780.89,AWS,IT Services
TXN0723,09-12-2025,Airtel payment for utilities kid,8012.8,Airtel,Utilities
TXN0724,09-12-2025,IndiQube payment for rent act,10142.69,IndiQube,Rent
TXN0725,09-12-2025,Dominos payment for meals perform,31634.48,Dominos,Meals
TXN0726,09-12-2025,Canva payment for software prove,39663.62,Canva,Software
TXN0727,09-12-2025,Canva payment for software various,29195.45,Canva,Software
TXN0728,09-12-2025,Dominos payment for meals newspaper,48926.24,Dominos,Meals
TXN0729,09-12-2025,Ola payment for travel property,39950.24,Ola,Travel
TXN0730,09-12-2025,Uber payment for travel item,38221.96,Uber,Travel
TXN0731,09-12-2025,Azure payment for it services represent,9435.98,Azure,IT Services
TXN0732,09-12-2025,Dominos payment for meals must,10529.07,Dominos,Meals
TXN0733,09-12-2025,Staples payment for office supplies cold,30965.94,Staples,Office Supplies
TXN0734,09-12-2025,Staples payment for office supplies situation,5244.33,Staples,Office Supplies
TXN0735,09-12-2025,IndiQube payment for rent technology,25895.35,IndiQube,Rent
TXN0736,09-12-2025,Staples payment for office supplies boy,8731.06,Staples,Office Supplies
TXN0737,09-12-2025,Adobe payment for software serve,14329.08,Adobe,Software
TXN0738,09-12-2025,Airtel payment for utilities wait,22313.73,Airtel,Utilities
TXN0739,09-12-2025,Airtel payment for utilities audience,19628.24,Airtel,Utilities
TXN0740,09-12-2025,Uber payment for travel off,3760.59,Uber,Travel
TXN0741,09-12-2025,KSEB payment for utilities culture,8404.3,KSEB,Utilities
TXN0742,09-12-2025,IKEA payment for office supplies discussion,43024.58,IKEA,Office Supplies
TXN0743,09-12-2025,Ola payment for travel perhaps,31179.64,Ola,Travel
TXN0744,09-12-2025,Swiggy payment for meals bank,10742.43,Swiggy,Meals
TXN0745,09-12-2025,KSEB payment for utilities our,41751.07,KSEB,Utilities
TXN0746,09-12-2025,JioFiber payment for utilities she,28541.18,JioFiber,Utilities
TXN0747,09-12-2025,Zomato payment for meals beat,39240.78,Zomato,Meals
TXN0748,09-12-2025,Rapido payment for travel number,20184.42,Rapido,Travel
TXN0749,09-12-2025,Airtel payment for utilities help,21355.94,Airtel,Utilities
TXN0750,09-12-2025,JioFiber payment for utilities expect,21352.26,JioFiber,Utilities
TXN0751,09-12-2025,Office Depot payment for office supplies artist,49656.51,Office Depot,Office Supplies
TXN0752,09-12-2025,Uber payment for travel coach,45657.88,Uber,Travel
TXN0753,09-12-2025,Canva payment for software again,3095.02,Canva,Software
TXN0754,09-12-2025,Zomato payment for meals front,15050.75,Zomato,Meals
TXN0755,09-12-2025,Awfis payment for rent window,9341.97,Awfis,Rent
TXN0756,09-12-2025,Swiggy payment for meals degree,36532.38,Swiggy,Meals
TXN0757,09-12-2025,Zomato payment for meals friend,12349.66,Zomato,Meals
TXN0758,09-12-2025,IndiQube payment for rent daughter,4847.68,IndiQube,Rent
TXN0759,09-12-2025,AWS payment for it services final,46021.96,AWS,IT Services
TXN0760,09-12-2025,Staples payment for office supplies lay,16097.61,Staples,Office Supplies
TXN0761,09-12-2025,Airtel payment for utilities weight,7926.44,Airtel,Utilities
TXN0762,09-12-2025,KSEB payment for utilities make,47445.41,KSEB,Utilities
TXN0763,09-12-2025,Uber payment for travel already,9348.92,Uber,Travel
TXN0764,09-12-2025,Google Cloud payment for it services so,30630.66,Google Cloud,IT Services
TXN0765,09-12-2025,Canva payment for software often,32723.65,Canva,Software
TXN0766,09-12-2025,IndiQube payment for rent buy,31584.89,IndiQube,Rent
TXN0767,09-12-2025,IKEA payment for office supplies more,13775.75,IKEA,Office Supplies
TXN0768,09-12-2025,JioFiber payment for utilities school,29054.68,JioFiber,Utilities
TXN0769,09-12-2025,Zomato payment for meals enough,31915.13,Zomato,Meals
TXN0770,09-12-2025,Azure payment for it services simply,48515.65,Azure,IT Services
TXN0771,09-12-2025,AWS payment for it services cost,1264.42,AWS,IT Services
TXN0772,09-12-2025,Swiggy payment for meals about,40582.85,Swiggy,Meals
TXN0773,09-12-2025,Adobe payment for software number,14771.62,Adobe,Software
TXN0774,09-12-2025,Ola payment for travel generation,11622.43,Ola,Travel
TXN0775,09-12-2025,Uber payment for travel example,21560.68,Uber,Travel
TXN0776,09-12-2025,Zomato payment for meals office,41510.77,Zomato,Meals
TXN0777,09-12-2025,Adobe payment for software whatever,26256.93,Adobe,Software
TXN0778,09-12-2025,Awfis payment for rent board,9018.35,Awfis,Rent
TXN0779,09-12-2025,AWS payment for it services age,13626.49,AWS,IT Services
TXN0780,09-12-2025,Adobe payment for software future,47596.81,Adobe,Software
TXN0781,09-12-2025,JioFiber payment for utilities example,39217.89,JioFiber,Utilities
TXN0782,09-12-2025,IKEA payment for office supplies wife,29625.32,IKEA,Office Supplies
TXN0783,09-12-2025,Adobe payment for software protect,36610.06,Adobe,Software
TXN0784,09-12-2025,Dominos payment for meals pick,2735.69,Dominos,Meals
TXN0785,09-12-2025,Figma payment for software voice,28394,Figma,Software
TXN0786,09-12-2025,Awfis payment for rent product,17575.52,Awfis,Rent
TXN0787,09-12-2025,Ola payment for travel remember,48254.9,Ola,Travel
TXN0788,09-12-2025,IKEA payment for office supplies positive,7623.91,IKEA,Office Supplies
TXN0789,09-12-2025,Office Depot payment for office supplies across,14872.52,Office Depot,Office Supplies
TXN0790,09-12-2025,Google Cloud payment for it services imagine,21784.35,Google Cloud,IT Services
TXN0791,09-12-2025,Uber payment for travel outside,18900.43,Uber,Travel
TXN0792,09-12-2025,Dominos payment for meals process,6699.39,Dominos,Meals
TXN0793,09-12-2025,WeWork payment for rent realize,28172.71,WeWork,Rent
TXN0794,09-12-2025,Staples payment for office supplies sometimes,17513.46,Staples,Office Supplies
TXN0795,09-12-2025,Azure payment for it services left,1539.76,Azure,IT Services
TXN0796,09-12-2025,Google Cloud payment for it services season,9797.23,Google Cloud,IT Services
TXN0797,09-12-2025,IKEA payment for office supplies wonder,16633.05,IKEA,Office Supplies
TXN0798,09-12-2025,Azure payment for it services enough,38219.11,Azure,IT Services
TXN0799,09-12-2025,Swiggy payment for meals sea,18438.74,Swiggy,Meals
TXN0800,09-12-2025,Rapido payment for travel realize,953.71,Rapido,Travel
TXN0801,09-12-2025,Office Depot payment for office supplies increase,3269.2,Office Depot,Office Supplies
TXN0802,09-12-2025,Uber payment for travel day,13393.26,Uber,Travel
TXN0803,09-12-2025,IndiQube payment for rent her,20110.55,IndiQube,Rent
TXN0804,09-12-2025,AWS payment for it services get,33584.77,AWS,IT Services
TXN0805,09-12-2025,Airtel payment for utilities close,41165.06,Airtel,Utilities
TXN0806,09-12-2025,Airtel payment for utilities marriage,38814.25,Airtel,Utilities
TXN0807,09-12-2025,Awfis payment for rent my,20447.53,Awfis,Rent
TXN0808,09-12-2025,Google Cloud payment for it services control,42058.49,Google Cloud,IT Services
TXN0809,09-12-2025,Figma payment for software reflect,2764.3,Figma,Software
TXN0810,09-12-2025,Figma payment for software help,44333.14,Figma,Software
TXN0811,09-12-2025,Figma payment for software me,43219.29,Figma,Software
TXN0812,09-12-2025,Figma payment for software attention,5894.41,Figma,Software
TXN0813,09-12-2025,Canva payment for software American,19894.93,Canva,Software
TXN0814,09-12-2025,Swiggy payment for meals common,36334.1,Swiggy,Meals
TXN0815,09-12-2025,Awfis payment for rent generation,46008.63,Awfis,Rent
TXN0816,09-12-2025,Staples payment for office supplies break,22608.73,Staples,Office Supplies
TXN0817,09-12-2025,Uber payment for travel whom,35485.44,Uber,Travel
TXN0818,09-12-2025,Figma payment for software least,3066.96,Figma,Software
TXN0819,09-12-2025,AWS payment for it services course,25131.69,AWS,IT Services
TXN0820,09-12-2025,Swiggy payment for meals choose,9246.58,Swiggy,Meals
TXN0821,09-12-2025,WeWork payment for rent sing,10651.55,WeWork,Rent
TXN0822,09-12-2025,Staples payment for office supplies kid,27966.87,Staples,Office Supplies
TXN0823,09-12-2025,Adobe payment for software sit,15045.01,Adobe,Software
TXN0824,09-12-2025,IKEA payment for office supplies structure,44167.23,IKEA,Office Supplies
TXN0825,09-12-2025,WeWork payment for rent magazine,5543.67,WeWork,Rent
TXN0826,09-12-2025,Rapido payment for travel visit,15703.5,Rapido,Travel
TXN0827,09-12-2025,KSEB payment for utilities once,39290.77,KSEB,Utilities
TXN0828,09-12-2025,Office Depot payment for office supplies top,16203.21,Office Depot,Office Supplies
TXN0829,09-12-2025,JioFiber payment for utilities put,31169.89,JioFiber,Utilities
TXN0830,09-12-2025,Adobe payment for software middle,3437.64,Adobe,Software
TXN0831,09-12-2025,Zomato payment for meals affect,43268.33,Zomato,Meals
TXN0832,09-12-2025,Swiggy payment for meals garden,46264.36,Swiggy,Meals
TXN0833,09-12-2025,Dominos payment for meals summer,16147.7,Dominos,Meals
TXN0834,09-12-2025,Swiggy payment for meals stock,31678.18,Swiggy,Meals
TXN0835,09-12-2025,Google Cloud payment for it services sport,20372.33,Google Cloud,IT Services
TXN0836,09-12-2025,Dominos payment for meals candidate,30573.94,Dominos,Meals
TXN0837,09-12-2025,Zomato payment for meals say,42194.63,Zomato,Meals
TXN0838,09-12-2025,Swiggy payment for meals possible,39339.65,Swiggy,Meals
TXN0839,09-12-2025,Canva payment for software form,2268.2,Canva,Software
TXN0840,09-12-2025,Awfis payment for rent building,6562.32,Awfis,Rent
TXN0841,09-12-2025,Azure payment for it services you,18893.03,Azure,IT Services
TXN0842,09-12-2025,Ola payment for travel ever,40173.73,Ola,Travel
TXN0843,09-12-2025,Office Depot payment for office supplies condition,37968.62,Office Depot,Office Supplies
TXN0844,09-12-2025,KSEB payment for utilities particular,43023.75,KSEB,Utilities
TXN0845,09-12-2025,WeWork payment for rent forget,29127.56,WeWork,Rent
TXN0846,09-12-2025,Dominos payment for meals various,19819.82,Dominos,Meals
TXN0847,09-12-2025,KSEB payment for utilities ground,36403.85,KSEB,Utilities
TXN0848,09-12-2025,Adobe payment for software eight,43864.9,Adobe,Software
TXN0849,09-12-2025,AWS payment for it services road,29089.47,AWS,IT Services
TXN0850,09-12-2025,Office Depot payment for office supplies step,29898.13,Office Depot,Office Supplies
TXN0851,09-12-2025,Rapido payment for travel national,38335.29,Rapido,Travel
TXN0852,09-12-2025,Rapido payment for travel beautiful,27685.23,Rapido,Travel
TXN0853,09-12-2025,Uber payment for travel never,20665.53,Uber,Travel
TXN0854,09-12-2025,Rapido payment for travel second,32891.67,Rapido,Travel
TXN0855,09-12-2025,Canva payment for software decision,26473.74,Canva,Software
TXN0856,09-12-2025,Google Cloud payment for it services line,5600.62,Google Cloud,IT Services
TXN0857,09-12-2025,AWS payment for it services suggest,47135.28,AWS,IT Services
TXN0858,09-12-2025,WeWork payment for rent ability,32741.57,WeWork,Rent
TXN0859,09-12-2025,Azure payment for it services how,17828.82,Azure,IT Services
TXN0860,09-12-2025,Airtel payment for utilities artist,13450.6,Airtel,Utilities
TXN0861,09-12-2025,WeWork payment for rent place,11532.86,WeWork,Rent
TXN0862,09-12-2025,Google Cloud payment for it services pick,35728.45,Google Cloud,IT Services
TXN0863,09-12-2025,WeWork payment for rent board,20954.32,WeWork,Rent
TXN0864,09-12-2025,Office Depot payment for office supplies capital,35207.95,Office Depot,Office Supplies
TXN0865,09-12-2025,Dominos payment for meals college,26001.41,Dominos,Meals
TXN0866,09-12-2025,Adobe payment for software exactly,17235.76,Adobe,Software
TXN0867,09-12-2025,KSEB payment for utilities suffer,42724.6,KSEB,Utilities
TXN0868,09-12-2025,KSEB payment for utilities sister,33010.1,KSEB,Utilities
TXN0869,09-12-2025,Uber payment for travel support,13976.47,Uber,Travel
TXN0870,09-12-2025,Staples payment for office supplies determine,20668.19,Staples,Office Supplies
TXN0871,09-12-2025,Ola payment for travel land,46426.51,Ola,Travel
TXN0872,09-12-2025,AWS payment for it services ok,18538.26,AWS,IT Services
TXN0873,09-12-2025,Swiggy payment for meals manage,27668.07,Swiggy,Meals
TXN0874,09-12-2025,Azure payment for it services commercial,8575.58,Azure,IT Services
TXN0875,09-12-2025,Awfis payment for rent successful,22962.52,Awfis,Rent
TXN0876,09-12-2025,KSEB payment for utilities model,30038.63,KSEB,Utilities
TXN0877,09-12-2025,Zomato payment for meals minute,41177.71,Zomato,Meals
TXN0878,09-12-2025,Dominos payment for meals everybody,33143.85,Dominos,Meals
TXN0879,09-12-2025,Figma payment for software prevent,31798.21,Figma,Software
TXN0880,09-12-2025,Canva payment for software including,17993.43,Canva,Software
TXN0881,09-12-2025,Airtel payment for utilities live,38637.35,Airtel,Utilities
TXN0882,09-12-2025,Azure payment for it services series,19909.26,Azure,IT Services
TXN0883,09-12-2025,Dominos payment for meals floor,49436.6,Dominos,Meals
TXN0884,09-12-2025,IndiQube payment for rent every,7232.96,IndiQube,Rent
TXN0885,09-12-2025,WeWork payment for rent her,3149.95,WeWork,Rent
TXN0886,09-12-2025,AWS payment for it services movement,8966.82,AWS,IT Services
TXN0887,09-12-2025,Swiggy payment for meals know,35972.91,Swiggy,Meals
TXN0888,09-12-2025,Office Depot payment for office supplies city,47491.33,Office Depot,Office Supplies
TXN0889,09-12-2025,Rapido payment for travel get,39502.58,Rapido,Travel
TXN0890,09-12-2025,Ola payment for travel protect,16243.33,Ola,Travel
TXN0891,09-12-2025,JioFiber payment for utilities until,44579.8,JioFiber,Utilities
TXN0892,09-12-2025,Rapido payment for travel learn,42102.24,Rapido,Travel
TXN0893,09-12-2025,Staples payment for office supplies bring,5007.24,Staples,Office Supplies
TXN0894,09-12-2025,Figma payment for software experience,39847.91,Figma,Software
TXN0895,09-12-2025,Adobe payment for software especially,17661.95,Adobe,Software
TXN0896,09-12-2025,Swiggy payment for meals decision,22252.64,Swiggy,Meals
TXN0897,09-12-2025,Azure payment for it services relate,4652.86,Azure,IT Services
TXN0898,09-12-2025,Rapido payment for travel should,8515.57,Rapido,Travel
TXN0899,09-12-2025,Adobe payment for software simply,8997.76,Adobe,Software
TXN0900,09-12-2025,Airtel payment for utilities forget,26217.5,Airtel,Utilities
TXN0901,09-12-2025,JioFiber payment for utilities society,2671.73,JioFiber,Utilities
TXN0902,09-12-2025,Dominos payment for meals lot,16867.22,Dominos,Meals
TXN0903,09-12-2025,Awfis payment for rent much,47474.94,Awfis,Rent
TXN0904,09-12-2025,Uber payment for travel book,1208.32,Uber,Travel
TXN0905,09-12-2025,KSEB payment for utilities by,33569.12,KSEB,Utilities
TXN0906,09-12-2025,Figma payment for software law,43237.35,Figma,Software
TXN0907,09-12-2025,Office Depot payment for office supplies news,7251.09,Office Depot,Office Supplies
TXN0908,09-12-2025,IndiQube payment for rent like,36564.75,IndiQube,Rent
TXN0909,09-12-2025,Swiggy payment for meals among,23177.34,Swiggy,Meals
TXN0910,09-12-2025,Dominos payment for meals attorney,45408.66,Dominos,Meals
TXN0911,09-12-2025,Canva payment for software research,19855.21,Canva,Software
TXN0912,09-12-2025,Zomato payment for meals court,17154.94,Zomato,Meals
TXN0913,09-12-2025,Zomato payment for meals above,15989.51,Zomato,Meals
TXN0914,09-12-2025,AWS payment for it services month,37783.49,AWS,IT Services
TXN0915,09-12-2025,KSEB payment for utilities manager,5581.6,KSEB,Utilities
TXN0916,09-12-2025,WeWork payment for rent like,29621.46,WeWork,Rent
TXN0917,09-12-2025,Zomato payment for meals certain,16995.81,Zomato,Meals
TXN0918,09-12-2025,Azure payment for it services child,34683.37,Azure,IT Services
TXN0919,09-12-2025,JioFiber payment for utilities law,6957.01,JioFiber,Utilities
TXN0920,09-12-2025,KSEB payment for utilities school,34885.68,KSEB,Utilities
TXN0921,09-12-2025,Office Depot payment for office supplies type,42881.61,Office Depot,Office Supplies
TXN0922,09-12-2025,Azure payment for it services skin,48139.26,Azure,IT Services
TXN0923,09-12-2025,Uber payment for travel control,45236.53,Uber,Travel
TXN0924,09-12-2025,Adobe payment for software investment,11767.68,Adobe,Software
TXN0925,09-12-2025,WeWork payment for rent each,21061.1,WeWork,Rent
TXN0926,09-12-2025,JioFiber payment for utilities along,17289.45,JioFiber,Utilities
TXN0927,09-12-2025,JioFiber payment for utilities deep,39014.36,JioFiber,Utilities
TXN0928,09-12-2025,Azure payment for it services nature,20914.94,Azure,IT Services
TXN0929,09-12-2025,JioFiber payment for utilities political,16597.64,JioFiber,Utilities
TXN0930,09-12-2025,Office Depot payment for office supplies team,34490.85,Office Depot,Office Supplies
TXN0931,09-12-2025,KSEB payment for utilities all,33917.18,KSEB,Utilities
TXN0932,09-12-2025,Google Cloud payment for it services radio,17641.16,Google Cloud,IT Services
TXN0933,09-12-2025,Swiggy payment for meals to,31220.68,Swiggy,Meals
TXN0934,09-12-2025,IKEA payment for office supplies test,46620.72,IKEA,Office Supplies
TXN0935,09-12-2025,Canva payment for software turn,47606.32,Canva,Software
TXN0936,09-12-2025,Rapido payment for travel customer,28946.25,Rapido,Travel
TXN0937,09-12-2025,IKEA payment for office supplies past,48175.29,IKEA,Office Supplies
TXN0938,09-12-2025,JioFiber payment for utilities low,12450.21,JioFiber,Utilities
TXN0939,09-12-2025,Google Cloud payment for it services side,9085.72,Google Cloud,IT Services
TXN0940,09-12-2025,Zomato payment for meals save,44716.97,Zomato,Meals
TXN0941,09-12-2025,IndiQube payment for rent interview,46106.76,IndiQube,Rent
TXN0942,09-12-2025,Adobe payment for software show,13784.08,Adobe,Software
TXN0943,09-12-2025,Adobe payment for software require,41094.43,Adobe,Software
TXN0944,09-12-2025,Dominos payment for meals effort,8665.96,Dominos,Meals
TXN0945,09-12-2025,Swiggy payment for meals home,38038.99,Swiggy,Meals
TXN0946,09-12-2025,Canva payment for software leader,32400.63,Canva,Software
TXN0947,09-12-2025,Uber payment for travel however,39982.75,Uber,Travel
TXN0948,09-12-2025,Airtel payment for utilities notice,3723.35,Airtel,Utilities
TXN0949,09-12-2025,Office Depot payment for office supplies seat,43756.72,Office Depot,Office Supplies
TXN0950,09-12-2025,Dominos payment for meals if,35437,Dominos,Meals
TXN0951,09-12-2025,Canva payment for software first,41642.09,Canva,Software
TXN0952,09-12-2025,Zomato payment for meals baby,49971.05,Zomato,Meals
TXN0953,09-12-2025,Ola payment for travel newspaper,24339.37,Ola,Travel
TXN0954,09-12-2025,Airtel payment for utilities our,29347.41,Airtel,Utilities
TXN0955,09-12-2025,IndiQube payment for rent occur,25915.8,IndiQube,Rent
TXN0956,09-12-2025,Awfis payment for rent glass,817.96,Awfis,Rent
TXN0957,09-12-2025,Awfis payment for rent similar,40722.06,Awfis,Rent
TXN0958,09-12-2025,Awfis payment for rent national,654.25,Awfis,Rent
TXN0959,09-12-2025,Office Depot payment for office supplies population,376.65,Office Depot,Office Supplies
TXN0960,09-12-2025,Awfis payment for rent candidate,17679.98,Awfis,Rent
TXN0961,09-12-2025,JioFiber payment for utilities describe,21960.76,JioFiber,Utilities
TXN0962,09-12-2025,Office Depot payment for office supplies themselves,186.37,Office Depot,Office Supplies
TXN0963,09-12-2025,Zomato payment for meals together,1853.22,Zomato,Meals
TXN0964,09-12-2025,Dominos payment for meals daughter,23881.27,Dominos,Meals
TXN0965,09-12-2025,Uber payment for travel still,24520.25,Uber,Travel
TXN0966,09-12-2025,AWS payment for it services song,47340.13,AWS,IT Services
TXN0967,09-12-2025,JioFiber payment for utilities close,40200.76,JioFiber,Utilities
TXN0968,09-12-2025,Google Cloud payment for it services fear,46659.87,Google Cloud,IT Services
TXN0969,09-12-2025,Office Depot payment for office supplies both,35183.05,Office Depot,Office Supplies
TXN0970,09-12-2025,AWS payment for it services can,21950.12,AWS,IT Services
TXN0971,09-12-2025,Canva payment for software doctor,42449.6,Canva,Software
TXN0972,09-12-2025,Rapido payment for travel itself,4609.4,Rapido,Travel
TXN0973,09-12-2025,JioFiber payment for utilities focus,48193.88,JioFiber,Utilities
TXN0974,09-12-2025,Canva payment for software as,23061.64,Canva,Software
TXN0975,09-12-2025,Zomato payment for meals top,37200.52,Zomato,Meals
TXN0976,09-12-2025,Office Depot payment for office supplies save,6047.32,Office Depot,Office Supplies
TXN0977,09-12-2025,Airtel payment for utilities rest,39366.14,Airtel,Utilities
TXN0978,09-12-2025,Rapido payment for travel blood,47718.76,Rapido,Travel
TXN0979,09-12-2025,KSEB payment for utilities prevent,24423.24,KSEB,Utilities
TXN0980,09-12-2025,JioFiber payment for utilities carry,12402.93,JioFiber,Utilities
TXN0981,09-12-2025,WeWork payment for rent responsibility,42418.96,WeWork,Rent
TXN0982,09-12-2025,IKEA payment for office supplies environmental,33792.19,IKEA,Office Supplies
TXN0983,09-12-2025,KSEB payment for utilities structure,12079.8,KSEB,Utilities
TXN0984,09-12-2025,Dominos payment for meals since,14370.84,Dominos,Meals
TXN0985,09-12-2025,Ola payment for travel example,33370.3,Ola,Travel
TXN0986,09-12-2025,Google Cloud payment for it services bit,8544.2,Google Cloud,IT Services
TXN0987,09-12-2025,Staples payment for office supplies American,8509.9,Staples,Office Supplies
TXN0988,09-12-2025,IndiQube payment for rent fact,14625.88,IndiQube,Rent
TXN0989,09-12-2025,Airtel payment for utilities feel,41797.14,Airtel,Utilities
TXN0990,09-12-2025,KSEB payment for utilities allow,12731.75,KSEB,Utilities
TXN0991,09-12-2025,Dominos payment for meals brother,27983.84,Dominos,Meals
TXN0992,09-12-2025,Canva payment for software weight,19799.38,Canva,Software
TXN0993,09-12-2025,Zomato payment for meals concern,20285.03,Zomato,Meals
TXN0994,09-12-2025,KSEB payment for utilities see,40460.73,KSEB,Utilities
TXN0995,09-12-2025,Uber payment for travel take,22361.78,Uber,Travel
TXN0996,09-12-2025,Dominos payment for meals center,3256.88,Dominos,Meals
TXN0997,09-12-2025,Airtel payment for utilities material,8660.79,Airtel,Utilities
TXN0998,09-12-2025,Zomato payment for meals send,39613.2,Zomato,Meals
TXN0999,09-12-2025,Uber payment for travel road,4855.8,Uber,Travel
TXN1000,09-12-2025,Zomato payment for meals back,25327.63,Zomato,Meals
