transaction_id,transaction_date,currency,description,vendor_name,gst_applicable,gst_slab,itc_eligible,category_label,is_anomaly,amount,dow
TXN0004377,11-02-2025,INR,-CARD TCS INV/2502/377 DV - exp,TCS,TRUE,18%,TRUE,IT Services,0,61807.61536,1
TXN0004378,12-02-2025,INR,*RTGS WIPRO Pvt Ltd RCPT/240/172 FY24 - exp- ref 93b0,IKEA,TRUE,18%,unknown,Office Supplies,1,58260.32753,2
TXN0004379,12-02-2025,INR,auto debit,SIMPLILEARN INDIA PVT LTD,TRUE,12%,TRUE,Training,0,34849.69018,2
TXN0004380,12-02-2025,INR,monthly charges,WEWORK,TRUE,18%,TRUE,Rent,0,169728.3683,2
TXN0004381,12-02-2025,INR,auto debit,TCS INDIA PVT LTD,TRUE,18%,TRUE,IT Services,0,24281.33116,2
TXN0004382,12-02-2025,INR,na,STA.mp duty,FALSE,5%,FALSE,Exempt Services,0,6358.410033,2
TXN0004383,12-02-2025,INR,,Techm,TRUE,12%,TRUE,IT Services,0,49142.27529,2
TXN0004384,12-02-2025,INR,RTGS HCL fNV/2502/384 FY25 - exp,HCL,TRUE,exempt,unknown,IT Services,0,34042.39736,2
TXN0004385,12-02-2025,INR,imps taxinv/2408/711 rent - exp / ref 3425,STA.ples,TRUE,12%,TRUE,Office Supplies,0,6072.657535,2
TXN0004386,12-02-2025,INR,RTGS Microsoft BLL/2502/386 Q2 - exp* ref 8t34,Microsoft,TRUE,28%,TRUE,Software,0,9534.430918,2
TXN0004387,12-02-2025,INR,AUTO-DEBIT Techm INV/2502/387Q2 - exp,Techm,TRUE,5%,FALSE,IT Services,0,57370.43089,2
TXN0004388,12-02-2025,INR,AIRTEL INDIA PVT LTD,AIRTEL INDIA PVT LTD,TRUE,18%,TRUE,IT Services,0,17985.13042,2
TXN0004389,12-02-2025,INR,online payment,AWFIS Pvt Ltd,TRUE,exempt,TRUE,Rent,0,120115.7992,2
TXN0004390,12-02-2025,INR,/ neft arpido taxinv/2412/498 fy25 - ex,GOV.t fees,FALSE,28%,TRUE,Exempt Services,0,9182.726567,2
TXN0004391,13-02-2025,INR,RTGS TECHM TAXIVN/2502/391 Q2 - exp,TECHM,TRUE,18%,TRUE,IT Services,0,46847.32669,3
TXN0004392,13-02-2025,INR,auto debit,Infy,TRUE,5%,FALSE,IT Services,0,44147.13525,3
TXN0004393,13-02-2025,INR,#rtgs dominos india pv tltd rcpt/2502/393 yf24 - exp,DOMINOS INDIA PVT LTD,TRUE,5%,FALSE,Meals,0,4173.199044,3
TXN0004394,13-02-2025,INR,SIMPLILEARN,SIMPLILEARN,TRUE,5%,TRUE,Training,0,10238.51709,3
TXN0004395,13-02-2025,INR,#UPI Staples RCP/2502/395 RENT - exp,Staples,TRUE,12%,TRUE,Office Supplies,0,7745.62539,3
TXN0004396,13-02-2025,INR,RTGS SIMPLILEARN TAXINV/2502/396 TDS - training exp,SIMPLILEARN,TRUE,28%,TRUE,Training,0,20619.72489,3
TXN0004397,13-02-2025,INR,na,KSEB,TRUE,12%,FALSE,Utilities,0,12170.7489,3
TXN0004398,13-02-2025,INR,Dominos,Dominos,TRUE,5%,FALSE,Meals,0,2570.803761,3
TXN0004399,13-02-2025,INR,NEFT ZOMATO Pvt Ltd RCPT/2406/917 FY24 - exp- ref 7588,Office Depot,TRUE,exempt,FALSE,Office Supplies,0,10330.78606,3
TXN0004400,13-02-2025,INR,auto debit,BES.com,TRUE,12%,TRUE,Utilities,0,24075.92287,3
TXN0004401,13-02-2025,INR,bill paid,AWFIS,TRUE,5%,FALSE,Rent,0,192120.317,3
TXN0004402,13-02-2025,INR,Infy chgs,Infy,TRUE,12%,TRUE,IT Services,0,37590.18654,3
TXN0004403,13-02-2025,INR,IMPS FIGMA INV/2502/403 SUBS - exp,FIGMA,TRUE,5%,unknown,Software,0,10779.85571,3
TXN0004404,13-02-2025,INR,online payment,INF.y,TRUE,exempt,TRUE,IT Services,0,47944.27837,3
TXN0004405,13-02-2025,INR,/ UPIINDIQUBE RCPT/2502/405 ADV - exp,INDIQUBE,TRUE,18%,TRUE,Rent,0,49729.96949,3
TXN0004406,13-02-2025,INR,na,WIPRO Pvt Ltd,TRUE,5%,unknown,IT Services,0,48155.3582,3
TXN0004407,14-02-2025,INR,service fees,INF.y,TRUE,18%,TRUE,IT Services,0,56148.08798,4
TXN0004408,14-02-2025,INR,imps inv/240f/951 tds - exp,Indiqube,TRUE,12%,FALSE,Rent,0,72657.7741,4
TXN0004409,14-02-2025,INR,INDIGO,INDIGO,TRUE,18%,unknown,Travel,0,7048.710598,4
TXN0004410,14-02-2025,INR,,INDIGO Pvt Ltd,TRUE,5%,FALSE,Travel,0,7147.690199,4
TXN0004411,14-02-2025,INR,!qMPS INDIQUBE INDIA PVT LTD BILL/2407/452 TeS - exp,Wework,TRUE,18%,TRUE,Rent,0,227191.4117,4
TXN0004412,14-02-2025,INR,service fees,RAPIDO Pvt Ltd,TRUE,5%,FALSE,Travel,0,7213.434407,4
TXN0004413,14-02-2025,INR,imps microsoft inv/2502/413 rent - exp,MICROSOFT,TRUE,18%,TRUE,Software,0,3570.134403,4
TXN0004414,14-02-2025,INR,rtgs akrtel taxinv/2s02/414 fy25 - exp / ref 3895,AIRTEL,TRUE,12%,unknown,Utilities,0,7038.500375,4
TXN0004415,14-02-2025,INR,online payment,BESCOM,TRUE,5%,TRUE,Utilities,0,4764.361342,4
TXN0004416,14-02-2025,INR,-UPI IKEA INDIA PVT LTD TAXINV/2502/416 FY25 - exp,IKEA INDIA PVT LTD,TRUE,12%,TRUE,Office Supplies,0,5487.172773,4
TXN0004417,14-02-2025,INR,bill paid,AIRTEL INDIA PVT LTD,TRUE,18%,TRUE,Utilities,0,9848.653026,4
TXN0004418,14-02-2025,INR,OLA Pvt Ltd,FIGMA Pvt Ltd,TRUE,18%,TRUE,Software,0,11799.25931,4
TXN0004419,14-02-2025,INR,/ card canva india pvt ltd taxinv/2503/787 rent - exp,AIR.tel,TRUE,12%,FALSE,Utilities,1,9039.069661,4
TXN0004420,14-02-2025,INR,IMPS Kseb INV/2502/420 GST - exp,Kseb,TRUE,28%,unknown,Utilities,0,13043.60382,4
TXN0004421,15-02-2025,INR,RTGS ECHM INV/2502/421 TDS - exp# ref n891,TECHM,TRUE,5%,unknown,IT Services,0,27664.35884,5
TXN0004422,15-02-2025,INR,UPI WIPRO INV/2405/818 FY2 - exp,Techm,TRUE,18%,TRUE,IT Services,0,23026.06706,5
TXN0004423,15-02-2025,INR,AUTO-DEBIT INF.y TAXINV2502/4i3 SUBS - exp,INF.y,TRUE,18%,TRUE,IT Services,0,16647.76097,5
TXN0004424,15-02-2025,INR,bill paid,SWIGGY,TRUE,exempt,TRUE,Travel,0,1586.448717,5
TXN0004425,15-02-2025,INR,rtgs bescom pvt ltd axinv/25024/25 q1 - utilities exp,BESCOM Pvt Ltd,TRUE,18%,TRUE,Utilities,0,6369.300296,5
TXN0004426,15-02-2025,INR,EFT KSEB Pvt tLd RCPT/2502/426 FY24 - exp,KSEB Pvt Ltd,TRUE,28%,TRUE,Utilities,0,10154.38667,5
TXN0004427,15-02-2025,INR,IMPS OFF.ice depot RCPT/2502/427 GST - exp,OFF.ice depot,TRUE,12%,TRUE,Office Supplies,0,2919.024829,5
TXN0004428,15-02-2025,INR,CARD KFC Pvt Ltd RCPT/2502/428 F24 - expp ref 1185,KFC Pvt Ltd,TRUE,exempt,unknown,Meals,0,3850.830161,5
TXN0004429,15-02-2025,INR,debit txn,INDIQUBE,TRUE,5%,TRUE,Rent,0,29443.27715,5
TXN0004430,15-02-2025,INR,/ imps ado.be rcpt/2407510 fy25 - exp,Coursera,TRUE,12%,unknown,Training,0,11498.07022,5
TXN0004431,15-02-2025,INR,pymt processed,INDIGO Pvt Ltd,TRUE,18%,TRUE,Travel,0,3341.630413,5
TXN0004432,15-02-2025,INR,service fees,MICROSOFT,TRUE,18%,TRUE,Software,0,3967.200519,5
TXN0004433,15-02-2025,INR,debit txn,WEWORK Pvt Ltd,TRUE,18%,TRUE,Rent,0,33050.61728,5
TXN0004434,15-02-2025,INR,SWIGGY,SWIGGY,TRUE,28%,unknown,Meals,0,2331.251746,5
TXN0004435,15-02-2025,INR,upi wipro inv/2502/435 q2 - exp,Wipro,TRUE,18%,TRUE,IT Services,0,15869.32456,5
TXN0004436,15-02-2025,INR,#UPI ZOMATO INDIA PVT LTD INV/2502/436 FY24 - exp! ref 1224,ZOMATO INDIA PVT LTD,TRUE,28%,unknown,Meals,1,1979.116654,5
TXN0004437,15-02-2025,INR,SIM.plilearn,SIM.plilearn,TRUE,12%,TRUE,Training,0,8622.25243,5
TXN0004438,15-02-2025,INR,/ NEFT RAPIDO INV/2502/438 sDV - exp,RAPIDO,TRUE,5%,FALSE,Travel,1,12485.73993,5
TXN0004439,15-02-2025,INR,!imps ola inv/2502/439 q2 - travel exp,OLA,TRUE,18%,unknown,Travel,0,1451.139055,5
TXN0004440,15-02-2025,INR,debit txn,Wework,TRUE,18%,TRUE,Rent,0,53772.32065,5
TXN0004441,15-02-2025,INR,na,FIGMA,TRUE,18%,TRUE,Software,0,5839.341146,5
TXN0004442,15-02-2025,INR,#UPI AWF.is RCPT/2502/442 FY25- exp,AWF.is,TRUE,18%,TRUE,Rent,0,34155.15355,5
TXN0004443,15-02-2025,INR,ato-debie tcs india pvt ltd taxinv/252/443 gst - exp / ref 7460,TCS INDIA PVT LTD,TRUE,18%,TRUE,Training,0,23985.98481,5
TXN0004444,15-02-2025,INR,iard airtel pvt ltd taxnv/2502/444 fy24 - exp,AIRTEL Pvt Ltd,TRUE,18%,TRUE,IT Services,0,11034.60541,5
TXN0004445,15-02-2025,INR,#NAME?,AWFIS,TRUE,exempt,unknown,Rent,0,36550.62454,5
TXN0004446,16-02-2025,INR,upi adobe inv/2502/446 q2 - exp,ADOBE,TRUE,12%,FALSE,Software,0,46967.37149,6
TXN0004447,16-02-2025,INR,upi wew.ork inz/2502o447 adv - exp* ref 5749,WEW.ork,TRUE,18%,TRUE,Rent,0,455078.3895,6
TXN0004448,16-02-2025,INR,#NEFT Upgrad BILL/2502/48 GST - exp! ref 7658,Upgrad,TRUE,5%,TRUE,Training,0,46799.06176,6
TXN0004449,16-02-2025,INR,RTGS JIOFIBER INV/2502/261 ADV - exp# ref 9863,BESCOM INDIA PVT LTD,TRUE,28%,unknown,Utilities,0,47300.58005,6
TXN0004450,16-02-2025,INR,#neft tcs india pvt ltd taxinv/2502/450 q2 - exp,TCS INDIA PVT LTD,TRUE,5%,TRUE,IT Services,0,94122.50861,6
TXN0004451,16-02-2025,INR,service fees,STA.mp duty,FALSE,exempt,FALSE,Exempt Services,0,16410.10895,6
TXN0004452,16-02-2025,INR,auto debit,WEW.ork,TRUE,5%,unknown,Rent,0,327620.3621,6
TXN0004453,16-02-2025,INR,/ upi inf.y taxinv/2502/453 subs - exp,INF.y,TRUE,5%,FALSE,IT Services,0,83890.54688,6
TXN0004454,16-02-2025,INR,RTGS RA INV/2502/454 ADV - exp,COURSERA,TRUE,28%,TRUE,Training,0,83817.73275,6
TXN0004455,16-02-2025,INR,AIRTEL,AIRTEL,TRUE,18%,TRUE,Utilities,0,61877.68225,6
TXN0004456,16-02-2025,INR,FIG.ma,FIG.ma,TRUE,18%,TRUE,Software,0,31628.88339,6
TXN0004457,16-02-2025,INR,rtgs adobe taxinv/2502/457 q2 - exp,ADOBE,TRUE,18%,TRUE,Software,0,25212.39338,6
TXN0004458,16-02-2025,INR,IMPS IKEA BILL/2502/458 SUBS - exp,IKEA,TRUE,12%,TRUE,Office Supplies,0,9360.417713,6
TXN0004459,16-02-2025,INR,,ADOBE Pvt Ltd,TRUE,18%,TRUE,Software,0,29593.67711,6
TXN0004460,17-02-2025,INR,CARD Indiqube RCPT/2502/460 FY42 - rent epx# ref 6079,Indiqube,TRUE,5%,TRUE,Rent,0,127897.7678,0
TXN0004461,17-02-2025,INR,IMPS SWIGGY TAXINV/2501/135 Q2 - exp* ref 9625,MICROSOFT,TRUE,5%,FALSE,Software,0,8462.899543,0
TXN0004462,17-02-2025,INR, ,INFY INDIA PVT LTD,TRUE,18%,TRUE,IT Services,0,31271.63908,0
TXN0004463,17-02-2025,INR,NEFT KFC BILL/2412/528 Q2 - exp / ref 6629,OFF.ice depot,TRUE,12%,TRUE,Office Supplies,0,19568.01453,0
TXN0004464,17-02-2025,INR,service fees,CANVA INDIA PVT LTD,TRUE,18%,TRUE,Software,0,17524.4784,0
TXN0004465,17-02-2025,INR,upi ofice depot india ovt ltp inv/2502/465 rent - exp- ref 4040,OFFICE DEPOT INDIA PVT LTD,TRUE,28%,unknown,Office Supplies,0,3852.509992,0
TXN0004466,17-02-2025,INR,imps etchm bill/2502/252 fy25 - exp,IKEA,TRUE,18%,FALSE,Office Supplies,0,8972.076597,0
TXN0004467,17-02-2025,INR,UPI Techm RCPT/2502/467 SUBS - exp,Techm,TRUE,18%,TRUE,IT Services,0,45515.62114,0
TXN0004468,17-02-2025,INR,online payment,AIRTEL INDIA PVT LTD,TRUE,28%,unknown,IT Services,1,13267.04887,0
TXN0004469,17-02-2025,INR,CARD INDIQUBE TAXINV/2502/469 ADV - exp,INDIQUBE,TRUE,18%,TRUE,Rent,0,48785.537,0
TXN0004470,17-02-2025,INR,auto-debt bescom bill/24042/43 subs - exp,WIP.ro,TRUE,28%,FALSE,IT Services,0,18727.88412,0
TXN0004471,17-02-2025,INR,neft infy rcpt/2502/471 rent - it services exp,INFY,TRUE,18%,TRUE,IT Services,0,37189.67679,0
TXN0004472,17-02-2025,INR,card adobe rcpt/2502/472 adv - exp! ref 1751,ADOBE,TRUE,5%,FALSE,Software,0,5939.44953,0
TXN0004473,17-02-2025,INR,RTG Kseb BILL/2502/473 SUBS - utilities exp- ref 619n,Kseb,TRUE,5%,FALSE,Utilities,0,13477.59025,0
TXN0004474,17-02-2025,INR,-,WIP.ro,TRUE,12%,TRUE,IT Services,0,53911.73256,0
TXN0004475,17-02-2025,INR,UPI AWF.is TAXINV/2502/475 TDS - exp# ref 7969,AWF.is,TRUE,exempt,TRUE,Rent,0,93362.63465,0
TXN0004476,17-02-2025,INR,CARD BESCOM TAXINV/5201/795 FY24 - exp,INFY,TRUE,5%,FALSE,IT Services,0,28035.92413,0
TXN0004477,18-02-2025,INR,upi techm pvt ltd inv/2502/477 q1 - exp,TECHM Pvt Ltd,TRUE,exempt,TRUE,IT Services,0,45006.36445,1
TXN0004478,18-02-2025,INR,CARD Bescom BILL/2502/478 SUBS - exp* ref 7150,Bescom,TRUE,18%,TRUE,Utilities,0,13977.30757,1
TXN0004479,18-02-2025,INR,Tcs chgs,Tcs,TRUE,18%,TRUE,IT Services,0,30905.84624,1
TXN0004480,18-02-2025,INR,debit txn,FIGMA,TRUE,18%,TRUE,Software,0,13124.20421,1
TXN0004481,18-02-2025,INR,auto debit,WEWORK,TRUE,18%,TRUE,Rent,0,81649.28721,1
TXN0004482,18-02-2025,INR,-imps hcl pvt ltd inv/2502/482 subs - it services exp,HCL Pvt Ltd,TRUE,exempt,FALSE,IT Services,0,35893.21241,1
TXN0004483,18-02-2025,INR,-,OLA,TRUE,28%,unknown,Travel,0,5078.904578,1
TXN0004484,18-02-2025,INR,AUTO-DBEIT Wipro BILL/25z2/484 Q1 - exp# ref 9988,Wipro,TRUE,18%,TRUE,IT Services,0,37441.82297,1
TXN0004485,18-02-2025,INR,*AUTO-DEBIT INDIGO INDIA PVT LTD INV/2502/485 Q1 - exp,INDIGO INDIA PVT LTD,TRUE,exempt,TRUE,Travel,0,6391.027784,1
TXN0004486,18-02-2025,INR,NEFT ADO.be RCPT/2502/486 TDS - exp,ADO.be,TRUE,12%,TRUE,Software,0,11889.26196,1
TXN0004487,18-02-2025,INR,WEWORK chgs,WEWORK,TRUE,28%,unknown,Rent,0,91547.91178,1
TXN0004488,18-02-2025,INR,HCL INDIA PVT LTD,HCL INDIA PVT LTD,TRUE,18%,TRUE,IT Services,0,19455.25837,1
TXN0004489,18-02-2025,INR,na,IKEA,TRUE,5%,unknown,Office Supplies,0,6509.798189,1
TXN0004490,18-02-2025,INR,pymt processed,OFF.ice depot,TRUE,18%,FALSE,Office Supplies,0,6412.090443,1
TXN0004491,18-02-2025,INR,-imps ra taxinv/503/629 adv - exp,Upgrad,TRUE,5%,TRUE,Training,0,28179.05076,1
TXN0004492,19-02-2025,INR,bill paid,HCL,TRUE,12%,FALSE,IT Services,0,24261.73156,2
TXN0004493,19-02-2025,INR, ,AIRTEL,TRUE,exempt,FALSE,Utilities,0,8989.733328,2
TXN0004494,19-02-2025,INR,dpi mic.rosoft blil/2502/494 rent - software exp,MIC.rosoft,TRUE,12%,FALSE,Software,0,8478.909948,2
TXN0004495,19-02-2025,INR,CARD TCS INV/2502/495 Q2 - exp- ref 6019,TCS,TRUE,18%,TRUE,Training,1,595994.4967,2
TXN0004496,19-02-2025,INR,debit txn,BESCOM,TRUE,18%,TRUE,Utilities,0,17546.07484,2
TXN0004497,19-02-2025,INR,pymt processed,UPGRAD Pvt Ltd,TRUE,28%,TRUE,Training,0,13714.47322,2
TXN0004498,19-02-2025,INR,#RTGS Wipro RCPT/2502/4a8 ADV - exp,Wipro,TRUE,5%,unknown,IT Services,0,56307.81258,2
TXN0004499,19-02-2025,INR,card indigo taxinv/2502/499 q2 - exp,Indigo,TRUE,5%,FALSE,Travel,0,2887.519434,2
TXN0004500,19-02-2025,INR,imps staples india pvt ltd taxinv/2502/500 fy25 - exp,STAPLES INDIA PVT LTD,TRUE,12%,TRUE,Office Supplies,0,6191.831003,2
TXN0004501,19-02-2025,INR,IMPS INFY INDIA PVT LTD INV/2502/280 Q1 - exp,ZOM.ato,TRUE,5%,FALSE,Meals,0,3190.654953,2
TXN0004502,19-02-2025,INR,NETF OLA Pvt Ltd TAXINV/24h1/005 TDS - exp,Jiofiber,TRUE,12%,unknown,Utilities,0,23597.94962,2
TXN0004503,19-02-2025,INR,IND.iqube,IND.iqube,TRUE,18%,TRUE,Rent,0,129706.0937,2
TXN0004504,19-02-2025,INR,imps mic.rosoft inv/2502/54 fy25 - exp,MIC.rosoft,TRUE,5%,unknown,Software,0,10299.694,2
TXN0004505,20-02-2025,INR,online payment,Indigo,TRUE,28%,unknown,Travel,0,7011.442126,3
TXN0004506,20-02-2025,INR,service fees,TECHM,TRUE,28%,unknown,IT Services,0,39329.11698,3
TXN0004507,20-02-2025,INR,online payment,UPG.rad,TRUE,18%,unknown,Training,0,36066.69729,3
TXN0004508,20-02-2025,INR,*rtgs office depot bill/2502/508 rent - ep# rnf 1770,Office Depot,TRUE,12%,TRUE,Office Supplies,0,5714.841472,3
TXN0004509,20-02-2025,INR,UBER INDIA PVT LTD chgs,UBER INDIA PVT LTD,TRUE,5%,FALSE,Travel,0,6990.671036,3
TXN0004510,20-02-2025,INR,RTGS RAPIDO TAXINV/2502/510 RENT - exp# ref 7588,RAPIDO,TRUE,12%,FALSE,Travel,0,11949.2765,3
TXN0004511,20-02-2025,INR,WEWORK chgs,WEWORK,TRUE,12%,unknown,Rent,0,77262.68134,3
TXN0004512,20-02-2025,INR,RTGS INDIQUBE RCPT/2409/261 2 - exp,AWF.is,TRUE,5%,TRUE,Rent,0,46715.1199,3
TXN0004513,20-02-2025,INR,monthly charges,TCS,TRUE,18%,TRUE,Training,0,83456.849,3
TXN0004514,21-02-2025,INR,KFC,KFC,TRUE,12%,unknown,Meals,0,2344.488115,4
TXN0004515,21-02-2025,INR,TCS chgs,TCS,TRUE,18%,TRUE,IT Services,0,42594.56933,4
TXN0004516,21-02-2025,INR,/ RTGS MIC.rosoft INV/2408/785 F2Y4 - epx,ROC FEES INDIA PVT LTD,FALSE,exempt,FALSE,Exempt Services,0,2797.368286,4
TXN0004517,21-02-2025,INR,neft wework rcpt/2502/517 fy25 - exp,WEWORK,TRUE,18%,TRUE,Rent,0,83028.99916,4
TXN0004518,21-02-2025,INR,NEFT Awfis RCPT/2502/518 SUBS - exp* ref 5585,Awfis,TRUE,5%,TRUE,Rent,0,108536.5933,4
TXN0004519,21-02-2025,INR,,STAPLES,TRUE,12%,TRUE,Office Supplies,0,3645.913346,4
TXN0004520,21-02-2025,INR,RTGS INDIGO RCPT/2502/520 FY25 - exp- ref 4943,INDIGO,TRUE,5%,FALSE,Travel,0,4086.1721,4
TXN0004521,21-02-2025,INR,bill paid,IKE.a,TRUE,12%,TRUE,Office Supplies,0,3936.526838,4
TXN0004522,21-02-2025,INR,IMPS SWIGGY BILL/2503/798 FY4 - exp / ref 9g84,KFC,TRUE,5%,FALSE,Meals,0,1880.286694,4
TXN0004523,21-02-2025,INR,pymt processed,UBER INDIA PVT LTD,TRUE,28%,TRUE,Travel,0,6640.956212,4
TXN0004524,21-02-2025,INR,IMPS IKEA Pvt Ltd BILL/2502/524 TDS - exp,IKEA Pvt Ltd,TRUE,12%,TRUE,Office Supplies,0,6661.101072,4
TXN0004525,21-02-2025,INR,IvPS INDIGO BILL/2502/525 GST - exp,INDIGO,TRUE,5%,FALSE,Travel,0,2547.833981,4
TXN0004526,21-02-2025,INR,rtgs wework taxinv/2411/152 fy24 - exp,KSEB INDIA PVT LTD,TRUE,18%,TRUE,Utilities,0,8703.957295,4
TXN0004527,22-02-2025,INR,monthly charges,WEWORK Pvt Ltd,TRUE,28%,FALSE,Rent,0,36757.70953,5
TXN0004528,22-02-2025,INR,bill paid,WIPRO,TRUE,28%,FALSE,IT Services,0,20642.58159,5
TXN0004529,22-02-2025,INR,neft tcs pv tltd rcpt/2502/529 fy24 - eup,TCS Pvt Ltd,TRUE,12%,unknown,IT Services,0,23932.54365,5
TXN0004530,22-02-2025,INR,card airtel pjt ltd inv/2502530 fy24 - exp,AIRTEL Pvt Ltd,TRUE,5%,TRUE,Utilities,0,4318.734464,5
TXN0004531,22-02-2025,INR,-imps tcs bill/2411/329 adv - xep,SWIGGY,TRUE,28%,unknown,Travel,0,1960.963414,5
TXN0004532,22-02-2025,INR,card awfis bill/2502/532 gst - exp,AWFIS,TRUE,28%,FALSE,Rent,0,80092.06206,5
TXN0004533,22-02-2025,INR,debit txn,MICROSOFT INDIA PVT LTD,TRUE,18%,TRUE,Software,0,6281.727365,5
TXN0004534,22-02-2025,INR,*rtgs dominos iv/2404/128 rent - exp,TCS,TRUE,12%,TRUE,IT Services,0,21677.29691,5
TXN0004535,22-02-2025,INR,IMPS ADOBE RCPT/2502/535 FY24 - exp# ref 6344,ADOBE,TRUE,exempt,unknown,Software,1,4859.271901,5
TXN0004536,22-02-2025,INR,AUTO-DEBIT TCS RCPT/p502/536 Q1 - exp,TCS,TRUE,18%,TRUE,Training,0,22904.21543,5
TXN0004537,22-02-2025,INR,service fees,UPGRAD,TRUE,exempt,unknown,Training,0,12364.76551,5
TXN0004538,22-02-2025,INR,-,STAPLES INDIA PVT LTD,TRUE,28%,TRUE,Office Supplies,0,1938.885465,5
TXN0004539,22-02-2025,INR,online payment,IKEA,TRUE,12%,TRUE,Office Supplies,0,4000.613039,5
TXN0004540,22-02-2025,INR,rtks canva india pv ltz taxinv/2502/540 fy25 - exp ref 1961,CANVA INDIA PVT LTD,TRUE,18%,TRUE,Software,0,3603.475202,5
TXN0004541,22-02-2025,INR,WEW.ork,AIRTEL,TRUE,exempt,TRUE,IT Services,0,6700.159613,5
TXN0004542,23-02-2025,INR,card canva inv/2502/542 q1 - exp,Canva,TRUE,12%,TRUE,Software,0,4212.483704,6
TXN0004543,23-02-2025,INR,IMPS Office Depot INV/250z/543 SUBS - office supplifs exp* refi8420,Office Depot,TRUE,exempt,TRUE,Office Supplies,0,1912.659641,6
TXN0004544,23-02-2025,INR,!CARD INF.y RCP/T2502/544Q2 - it services exp,INF.y,TRUE,exempt,TRUE,IT Services,0,16994.24818,6
TXN0004545,23-02-2025,INR,-IMPS INF. yBILL/2502/545 Q1 - exp  ref 1568,INF.y,TRUE,18%,TRUE,IT Services,0,30084.03757,6
TXN0004546,23-02-2025,INR,debit txn,TCS,TRUE,5%,unknown,IT Services,0,21023.00991,6
TXN0004547,23-02-2025,INR,service fees,GOVT FEES Pvt Ltd,FALSE,18%,FALSE,Exempt Services,1,2783.579274,6
TXN0004548,23-02-2025,INR,RTGS Micosoft TAXINV/202/548 FY24 - exp,Microsoft,TRUE,18%,TRUE,Software,0,4389.740108,6
TXN0004549,23-02-2025,INR,#RTGSSWI.ggy TAXINV/2502/549 Q2 - exp,SWI.ggy,TRUE,5%,FALSE,Meals,0,1534.270162,6
TXN0004550,23-02-2025,INR,OFFICE DEPOT INDIA PVT LTD chgs,OFFICE DEPOT INDIA PVT LTD,TRUE,28%,FALSE,Office Supplies,0,5289.38088,6
TXN0004551,23-02-2025,INR,-AUTO-DEBIT JIOFIBER INDIA PTV LTD BILL/2411/175 Fe24  -exp- ref 7050,CANVA Pvt Ltd,TRUE,18%,TRUE,Software,0,3597.308212,6
TXN0004552,23-02-2025,INR,service fees,WEW.ork,TRUE,12%,unknown,Rent,0,49782.35933,6
TXN0004553,23-02-2025,INR,card awfis bill/2502/553 subs - exp- ref9 f08,Awfis,TRUE,exempt,TRUE,Rent,0,47652.25554,6
TXN0004554,23-02-2025,INR,Govt Fees chgs,Govt Fees,FALSE,5%,FALSE,Exempt Services,0,2427.663437,6
TXN0004555,24-02-2025,INR,BESCOM Pvt Ltd,BESCOM Pvt Ltd,TRUE,28%,FALSE,Utilities,0,11595.68478,0
TXN0004556,24-02-2025,INR,WIPRO Pvt Ltd chgs,WIPRO Pvt Ltd,TRUE,exempt,FALSE,IT Services,0,98612.64926,0
TXN0004557,24-02-2025,INR,/ auto-debit canva rcpt/2502/5m7 fy24 - exp- rfe 9560,Canva,TRUE,exempt,TRUE,Software,1,8488.470766,0
TXN0004558,24-02-2025,INR,neft micrsoft taxinv/2502/558 tds - exp,MICROSOFT,TRUE,exempt,TRUE,Software,0,3419.77623,0
TXN0004559,24-02-2025,INR,TCS chgs,TCS,TRUE,18%,TRUE,IT Services,0,52861.1773,0
TXN0004560,24-02-2025,INR,DOM.inos chgs,DOM.inos,TRUE,12%,unknown,Meals,0,3735.174261,0
TXN0004561,24-02-2025,INR,#TGS KFC TAXINV/2502/561 Q1 - exp,KFC,TRUE,exempt,unknown,Meals,0,3809.899694,0
TXN0004562,24-02-2025,INR,,RAP.ido,TRUE,5%,FALSE,Travel,0,1817.206966,0
TXN0004563,24-02-2025,INR,online payment,BESCOM Pvt Ltd,TRUE,18%,TRUE,Utilities,0,12054.2851,0
TXN0004564,24-02-2025,INR,imps indiqube india pvt ltd rcpt/2502/564 q2 - exp- ref 7568,INDIQUBE INDIA PVT LTD,TRUE,18%,TRUE,Rent,0,50443.865,0
TXN0004565,24-02-2025,INR,online payment,WEWORK,TRUE,18%,TRUE,Rent,0,73601.50963,0
TXN0004566,24-02-2025,INR,auto debit,CANVA Pvt Ltd,TRUE,5%,unknown,Software,0,1961.890779,0
TXN0004567,24-02-2025,INR,-,JIOFIBER,TRUE,12%,TRUE,Utilities,0,6881.581043,0
TXN0004568,24-02-2025,INR,NEFT Office Depot RCPT/2502/568 RENT - exp ref 1917,Office Depot,TRUE,18%,FALSE,Office Supplies,0,7072.848566,0
TXN0004569,24-02-2025,INR,AUTO-DEBIT WEWORK Pvt Ltd TAXINV/2411/227 TDS - exp,JIO.fiber,TRUE,18%,TRUE,Utilities,0,19137.13633,0
TXN0004570,25-02-2025,INR,-AUTO-DEBIT WIPRO INDIA PVT LTD INV/2502/570 RENT - exp,WIPRO INDIA PVT LTD,TRUE,exempt,TRUE,IT Services,0,69608.45851,1
TXN0004571,25-02-2025,INR,Wipro chgs,Wipro,TRUE,28%,FALSE,IT Services,0,46653.40918,1
